18, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17
19, 1,  2,  3,  18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17
19, 8,  9,  9,  2,  2,  3,  18, 18, 18, 18, 1,  200, 3,  18, 18, 18, 18, 18, 18, 17, 17
19, 14, 15, 15, 9,  9,  10, 18, 18, 18, 18, 8,  2,  10, 18, 18, 18, 18, 18, 18, 17, 17
19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17
19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18,  1,  2,  2, 3,  18, 18, 17, 17
19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17
19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 17, 17
19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 99, 99
19, 18, 18, 4,  5,  6,  18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 99, 99
11, 2,  2,  2,  2,  2,  18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 2,  17
9,  9,  9,  9,  9,  9,  50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 9,  17, 17
