20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  0,  0,  0, 17
19, 7,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  0,  0, 99, 100
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  0,  0, 99, 100
19, 0,  0,  1,  2,  2,  3,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  0,  7,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  7,  0,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  1,  2,  2,  2,  3,  20, 21, 22,  7,  0,  0,  0,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  0,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  0, 17
19, 0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  0,  0,  0, 17
11,18, 18, 18,  18, 18, 18, 18, 7, 18,  7,  0,  4,  5,  6,  0,  0,  0,  0,  0,  0, 17
9, 50, 50, 50,  50, 50, 50, 50, 7, 18,  7,  9,  9,  9,  9, 50, 50, 50,  50, 50, 17, 17
