0, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
0, 0,  0,  17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17
19, 0,  0, 17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17
19, 0,  0, 17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17
19, 0,  0, 17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  17
19, 0,  7, 20, 21, 22,  0,  0,  0,  0,  0,  0,  7,  0,  0,  7,  0,  0,  0,  0,  0,  17
19, 0,  0,  0,  0,  0,  0,  0,  11, 12, 13,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 17
19, 0,  0,  0,  0,  0,  7,  0,  17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0, 17
19, 0,  0,  0,  7,  0,  0,  0,  17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 17
19, 7,  0,  0,  0,  0,  0,  0,  17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99
19, 0,  0,  4,  5,  6,  0,  0,  17,  0, 19,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99
11, 18, 18, 18, 18, 18, 18, 18, 17, 0,  19, 18, 18,  18, 18, 18, 18, 18, 18,18, 18, 17
9,  50, 50, 50, 50, 50, 50, 50, 21, 22, 50, 50, 50, 50, 50, 50, 50, 50, 50,  9,  17, 17
